HOST_NAME, TIME_UP_SCHEDULED, PERCENT_TIME_UP_SCHEDULED, PERCENT_KNOWN_TIME_UP_SCHEDULED, TIME_UP_UNSCHEDULED, PERCENT_TIME_UP_UNSCHEDULED, PERCENT_KNOWN_TIME_UP_UNSCHEDULED, TOTAL_TIME_UP, PERCENT_TOTAL_TIME_UP, PERCENT_KNOWN_TIME_UP, TIME_DOWN_SCHEDULED, PERCENT_TIME_DOWN_SCHEDULED, PERCENT_KNOWN_TIME_DOWN_SCHEDULED, TIME_DOWN_UNSCHEDULED, PERCENT_TIME_DOWN_UNSCHEDULED, PERCENT_KNOWN_TIME_DOWN_UNSCHEDULED, TOTAL_TIME_DOWN, PERCENT_TOTAL_TIME_DOWN, PERCENT_KNOWN_TIME_DOWN, TIME_UNREACHABLE_SCHEDULED, PERCENT_TIME_UNREACHABLE_SCHEDULED, PERCENT_KNOWN_TIME_UNREACHABLE_SCHEDULED, TIME_UNREACHABLE_UNSCHEDULED, PERCENT_TIME_UNREACHABLE_UNSCHEDULED, PERCENT_KNOWN_TIME_UNREACHABLE_UNSCHEDULED, TOTAL_TIME_UNREACHABLE, PERCENT_TOTAL_TIME_UNREACHABLE, PERCENT_KNOWN_TIME_UNREACHABLE, TIME_UNDETERMINED_NOT_RUNNING, PERCENT_TIME_UNDETERMINED_NOT_RUNNING, TIME_UNDETERMINED_NO_DATA, PERCENT_TIME_UNDETERMINED_NO_DATA, TOTAL_TIME_UNDETERMINED, PERCENT_TOTAL_TIME_UNDETERMINED
"age097", 0, 0.000%, 0.000%, 1450637, 99.250%, 99.250%, 1450637, 99.250%, 99.250%, 0, 0.000%, 0.000%, 10963, 0.750%, 0.750%, 10963, 0.750%, 0.750%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0, 0.000%, 0, 0.000%
"age098", 0, 0.000%, 0.000%, 1449933, 99.202%, 99.202%, 1449933, 99.202%, 99.202%, 0, 0.000%, 0.000%, 11667, 0.798%, 0.798%, 11667, 0.798%, 0.798%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0, 0.000%, 0, 0.000%
"age099", 0, 0.000%, 0.000%, 1448276, 99.088%, 99.088%, 1448276, 99.088%, 99.088%, 0, 0.000%, 0.000%, 13324, 0.912%, 0.912%, 13324, 0.912%, 0.912%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0, 0.000%, 0, 0.000%
"age100", 0, 0.000%, 0.000%, 1437752, 98.368%, 98.368%, 1437752, 98.368%, 98.368%, 0, 0.000%, 0.000%, 23848, 1.632%, 1.632%, 23848, 1.632%, 1.632%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0, 0.000%, 0, 0.000%
"age101", 0, 0.000%, 0.000%, 1440130, 98.531%, 98.531%, 1440130, 98.531%, 98.531%, 0, 0.000%, 0.000%, 21470, 1.469%, 1.469%, 21470, 1.469%, 1.469%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0, 0.000%, 0, 0.000%
"age102", 0, 0.000%, 0.000%, 1446273, 98.951%, 98.951%, 1446273, 98.951%, 98.951%, 0, 0.000%, 0.000%, 15327, 1.049%, 1.049%, 15327, 1.049%, 1.049%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0, 0.000%, 0, 0.000%
"age103", 0, 0.000%, 0.000%, 1458449, 99.784%, 99.784%, 1458449, 99.784%, 99.784%, 0, 0.000%, 0.000%, 3151, 0.216%, 0.216%, 3151, 0.216%, 0.216%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0, 0.000%, 0, 0.000%
"age104", 0, 0.000%, 0.000%, 1288155, 88.133%, 88.133%, 1288155, 88.133%, 88.133%, 0, 0.000%, 0.000%, 173445, 11.867%, 11.867%, 173445, 11.867%, 11.867%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0, 0.000%, 0, 0.000%
"age105", 0, 0.000%, 0.000%, 1262776, 86.397%, 86.397%, 1262776, 86.397%, 86.397%, 0, 0.000%, 0.000%, 198824, 13.603%, 13.603%, 198824, 13.603%, 13.603%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0, 0.000%, 0, 0.000%
"age106", 0, 0.000%, 0.000%, 1461368, 99.984%, 99.984%, 1461368, 99.984%, 99.984%, 0, 0.000%, 0.000%, 232, 0.016%, 0.016%, 232, 0.016%, 0.016%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0, 0.000%, 0, 0.000%
"age107", 0, 0.000%, 0.000%, 1461600, 100.000%, 100.000%, 1461600, 100.000%, 100.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0, 0.000%, 0, 0.000%
"age108", 0, 0.000%, 0.000%, 1460306, 99.911%, 99.911%, 1460306, 99.911%, 99.911%, 0, 0.000%, 0.000%, 1294, 0.089%, 0.089%, 1294, 0.089%, 0.089%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0, 0.000%, 0, 0.000%
"age109", 0, 0.000%, 0.000%, 1428358, 97.726%, 97.726%, 1428358, 97.726%, 97.726%, 0, 0.000%, 0.000%, 33242, 2.274%, 2.274%, 33242, 2.274%, 2.274%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0, 0.000%, 0, 0.000%
"age109b", 0, 0.000%, 0.000%, 1388562, 95.003%, 95.003%, 1388562, 95.003%, 95.003%, 0, 0.000%, 0.000%, 73038, 4.997%, 4.997%, 73038, 4.997%, 4.997%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0, 0.000%, 0, 0.000%
"age110", 0, 0.000%, 0.000%, 1450219, 99.221%, 99.221%, 1450219, 99.221%, 99.221%, 0, 0.000%, 0.000%, 11381, 0.779%, 0.779%, 11381, 0.779%, 0.779%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0, 0.000%, 0, 0.000%
"age111", 0, 0.000%, 0.000%, 1461600, 100.000%, 100.000%, 1461600, 100.000%, 100.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0, 0.000%, 0, 0.000%
"age112", 0, 0.000%, 0.000%, 1459606, 99.864%, 99.864%, 1459606, 99.864%, 99.864%, 0, 0.000%, 0.000%, 1994, 0.136%, 0.136%, 1994, 0.136%, 0.136%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0, 0.000%, 0, 0.000%
"age113", 0, 0.000%, 0.000%, 1461123, 99.967%, 99.967%, 1461123, 99.967%, 99.967%, 0, 0.000%, 0.000%, 477, 0.033%, 0.033%, 477, 0.033%, 0.033%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0, 0.000%, 0, 0.000%
"age114", 0, 0.000%, 0.000%, 1460253, 99.908%, 99.908%, 1460253, 99.908%, 99.908%, 0, 0.000%, 0.000%, 1347, 0.092%, 0.092%, 1347, 0.092%, 0.092%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0, 0.000%, 0, 0.000%
"age114b", 0, 0.000%, 0.000%, 1458564, 99.792%, 99.792%, 1458564, 99.792%, 99.792%, 0, 0.000%, 0.000%, 3036, 0.208%, 0.208%, 3036, 0.208%, 0.208%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0, 0.000%, 0, 0.000%
"age115", 0, 0.000%, 0.000%, 1461600, 100.000%, 100.000%, 1461600, 100.000%, 100.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0, 0.000%, 0, 0.000%
"age116", 0, 0.000%, 0.000%, 1442120, 98.667%, 98.667%, 1442120, 98.667%, 98.667%, 0, 0.000%, 0.000%, 19480, 1.333%, 1.333%, 19480, 1.333%, 1.333%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0, 0.000%, 0, 0.000%
"age117", 0, 0.000%, 0.000%, 1389439, 95.063%, 95.063%, 1389439, 95.063%, 95.063%, 0, 0.000%, 0.000%, 72161, 4.937%, 4.937%, 72161, 4.937%, 4.937%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0, 0.000%, 0, 0.000%
"age118", 0, 0.000%, 0.000%, 1454225, 99.495%, 99.495%, 1454225, 99.495%, 99.495%, 0, 0.000%, 0.000%, 7375, 0.505%, 0.505%, 7375, 0.505%, 0.505%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0, 0.000%, 0, 0.000%
"age119", 0, 0.000%, 0.000%, 1415448, 96.842%, 96.842%, 1415448, 96.842%, 96.842%, 0, 0.000%, 0.000%, 46152, 3.158%, 3.158%, 46152, 3.158%, 3.158%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0, 0.000%, 0, 0.000%
"age120", 0, 0.000%, 0.000%, 1460606, 99.932%, 99.932%, 1460606, 99.932%, 99.932%, 0, 0.000%, 0.000%, 994, 0.068%, 0.068%, 994, 0.068%, 0.068%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0, 0.000%, 0, 0.000%
"age121", 0, 0.000%, 0.000%, 1459597, 99.863%, 99.863%, 1459597, 99.863%, 99.863%, 0, 0.000%, 0.000%, 2003, 0.137%, 0.137%, 2003, 0.137%, 0.137%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0, 0.000%, 0, 0.000%
"age121b", 0, 0.000%, 0.000%, 1460930, 99.954%, 99.954%, 1460930, 99.954%, 99.954%, 0, 0.000%, 0.000%, 670, 0.046%, 0.046%, 670, 0.046%, 0.046%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0, 0.000%, 0, 0.000%
"age122", 0, 0.000%, 0.000%, 1439286, 98.473%, 98.473%, 1439286, 98.473%, 98.473%, 0, 0.000%, 0.000%, 22314, 1.527%, 1.527%, 22314, 1.527%, 1.527%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0, 0.000%, 0, 0.000%
"age123", 0, 0.000%, 0.000%, 1441362, 98.615%, 98.615%, 1441362, 98.615%, 98.615%, 0, 0.000%, 0.000%, 20238, 1.385%, 1.385%, 20238, 1.385%, 1.385%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0, 0.000%, 0, 0.000%
"age124", 0, 0.000%, 0.000%, 1452244, 99.360%, 99.360%, 1452244, 99.360%, 99.360%, 0, 0.000%, 0.000%, 9356, 0.640%, 0.640%, 9356, 0.640%, 0.640%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0, 0.000%, 0, 0.000%
"age124b", 0, 0.000%, 0.000%, 485506, 33.217%, 33.217%, 485506, 33.217%, 33.217%, 0, 0.000%, 0.000%, 976094, 66.783%, 66.783%, 976094, 66.783%, 66.783%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0, 0.000%, 0, 0.000%
"age125", 0, 0.000%, 0.000%, 1461094, 99.965%, 99.965%, 1461094, 99.965%, 99.965%, 0, 0.000%, 0.000%, 506, 0.035%, 0.035%, 506, 0.035%, 0.035%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0, 0.000%, 0, 0.000%
"age126", 0, 0.000%, 0.000%, 1460860, 99.949%, 99.949%, 1460860, 99.949%, 99.949%, 0, 0.000%, 0.000%, 740, 0.051%, 0.051%, 740, 0.051%, 0.051%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0, 0.000%, 0, 0.000%
"age127", 0, 0.000%, 0.000%, 1461088, 99.965%, 99.965%, 1461088, 99.965%, 99.965%, 0, 0.000%, 0.000%, 512, 0.035%, 0.035%, 512, 0.035%, 0.035%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0, 0.000%, 0, 0.000%
"age128", 0, 0.000%, 0.000%, 1451534, 99.311%, 99.311%, 1451534, 99.311%, 99.311%, 0, 0.000%, 0.000%, 10066, 0.689%, 0.689%, 10066, 0.689%, 0.689%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0, 0.000%, 0, 0.000%
"age129", 0, 0.000%, 0.000%, 1452726, 99.393%, 99.393%, 1452726, 99.393%, 99.393%, 0, 0.000%, 0.000%, 8874, 0.607%, 0.607%, 8874, 0.607%, 0.607%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0, 0.000%, 0, 0.000%
"age130", 0, 0.000%, 0.000%, 1397399, 95.607%, 95.607%, 1397399, 95.607%, 95.607%, 0, 0.000%, 0.000%, 64201, 4.393%, 4.393%, 64201, 4.393%, 4.393%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0, 0.000%, 0, 0.000%
"age131", 0, 0.000%, 0.000%, 1227486, 83.982%, 83.982%, 1227486, 83.982%, 83.982%, 0, 0.000%, 0.000%, 234114, 16.018%, 16.018%, 234114, 16.018%, 16.018%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0, 0.000%, 0, 0.000%
"age132", 0, 0.000%, 0.000%, 1461205, 99.973%, 99.973%, 1461205, 99.973%, 99.973%, 0, 0.000%, 0.000%, 395, 0.027%, 0.027%, 395, 0.027%, 0.027%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0, 0.000%, 0, 0.000%
"age133", 0, 0.000%, 0.000%, 1460598, 99.931%, 99.931%, 1460598, 99.931%, 99.931%, 0, 0.000%, 0.000%, 1002, 0.069%, 0.069%, 1002, 0.069%, 0.069%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0, 0.000%, 0, 0.000%
"age134", 0, 0.000%, 0.000%, 1461600, 100.000%, 100.000%, 1461600, 100.000%, 100.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0, 0.000%, 0, 0.000%
"age135", 0, 0.000%, 0.000%, 1461600, 100.000%, 100.000%, 1461600, 100.000%, 100.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0, 0.000%, 0, 0.000%
"age136", 0, 0.000%, 0.000%, 1459274, 99.841%, 99.841%, 1459274, 99.841%, 99.841%, 0, 0.000%, 0.000%, 2326, 0.159%, 0.159%, 2326, 0.159%, 0.159%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0, 0.000%, 0, 0.000%
"age137", 0, 0.000%, 0.000%, 1440877, 98.582%, 98.582%, 1440877, 98.582%, 98.582%, 0, 0.000%, 0.000%, 20723, 1.418%, 1.418%, 20723, 1.418%, 1.418%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0, 0.000%, 0, 0.000%
"age138", 0, 0.000%, 0.000%, 1445331, 98.887%, 98.887%, 1445331, 98.887%, 98.887%, 0, 0.000%, 0.000%, 16269, 1.113%, 1.113%, 16269, 1.113%, 1.113%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0, 0.000%, 0, 0.000%
"age138b", 0, 0.000%, 0.000%, 1460264, 99.909%, 99.909%, 1460264, 99.909%, 99.909%, 0, 0.000%, 0.000%, 1336, 0.091%, 0.091%, 1336, 0.091%, 0.091%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0, 0.000%, 0, 0.000%
"age139", 0, 0.000%, 0.000%, 1461600, 100.000%, 100.000%, 1461600, 100.000%, 100.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0, 0.000%, 0, 0.000%
"age139b", 0, 0.000%, 0.000%, 1461254, 99.976%, 99.976%, 1461254, 99.976%, 99.976%, 0, 0.000%, 0.000%, 346, 0.024%, 0.024%, 346, 0.024%, 0.024%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0, 0.000%, 0, 0.000%
"age140", 0, 0.000%, 0.000%, 1400711, 95.834%, 95.834%, 1400711, 95.834%, 95.834%, 0, 0.000%, 0.000%, 60889, 4.166%, 4.166%, 60889, 4.166%, 4.166%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0, 0.000%, 0, 0.000%
"age140b", 0, 0.000%, 0.000%, 1458150, 99.764%, 99.764%, 1458150, 99.764%, 99.764%, 0, 0.000%, 0.000%, 3450, 0.236%, 0.236%, 3450, 0.236%, 0.236%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0, 0.000%, 0, 0.000%
"age141", 0, 0.000%, 0.000%, 1460277, 99.909%, 99.909%, 1460277, 99.909%, 99.909%, 0, 0.000%, 0.000%, 1323, 0.091%, 0.091%, 1323, 0.091%, 0.091%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0, 0.000%, 0, 0.000%
"age142", 0, 0.000%, 0.000%, 1461600, 100.000%, 100.000%, 1461600, 100.000%, 100.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0, 0.000%, 0, 0.000%
"age143", 0, 0.000%, 0.000%, 1446554, 98.971%, 98.971%, 1446554, 98.971%, 98.971%, 0, 0.000%, 0.000%, 15046, 1.029%, 1.029%, 15046, 1.029%, 1.029%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0, 0.000%, 0, 0.000%
"age144", 0, 0.000%, 0.000%, 1446229, 98.948%, 98.948%, 1446229, 98.948%, 98.948%, 0, 0.000%, 0.000%, 15371, 1.052%, 1.052%, 15371, 1.052%, 1.052%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0, 0.000%, 0, 0.000%
"age145", 0, 0.000%, 0.000%, 1461121, 99.967%, 99.967%, 1461121, 99.967%, 99.967%, 0, 0.000%, 0.000%, 479, 0.033%, 0.033%, 479, 0.033%, 0.033%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0, 0.000%, 0, 0.000%
"age146", 0, 0.000%, 0.000%, 1460321, 99.912%, 99.912%, 1460321, 99.912%, 99.912%, 0, 0.000%, 0.000%, 1279, 0.088%, 0.088%, 1279, 0.088%, 0.088%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0, 0.000%, 0, 0.000%
"age147", 0, 0.000%, 0.000%, 1369853, 93.723%, 93.723%, 1369853, 93.723%, 93.723%, 0, 0.000%, 0.000%, 91747, 6.277%, 6.277%, 91747, 6.277%, 6.277%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0, 0.000%, 0, 0.000%
"age148", 0, 0.000%, 0.000%, 1461250, 99.976%, 99.976%, 1461250, 99.976%, 99.976%, 0, 0.000%, 0.000%, 350, 0.024%, 0.024%, 350, 0.024%, 0.024%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0, 0.000%, 0, 0.000%
"age149", 0, 0.000%, 0.000%, 1461600, 100.000%, 100.000%, 1461600, 100.000%, 100.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0, 0.000%, 0, 0.000%
"age150", 0, 0.000%, 0.000%, 1461600, 100.000%, 100.000%, 1461600, 100.000%, 100.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0, 0.000%, 0, 0.000%
"age151", 0, 0.000%, 0.000%, 1461600, 100.000%, 100.000%, 1461600, 100.000%, 100.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0, 0.000%, 0, 0.000%
"age151b", 0, 0.000%, 0.000%, 1458741, 99.804%, 99.804%, 1458741, 99.804%, 99.804%, 0, 0.000%, 0.000%, 2859, 0.196%, 0.196%, 2859, 0.196%, 0.196%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0, 0.000%, 0, 0.000%
"age152", 0, 0.000%, 0.000%, 1453475, 99.444%, 99.444%, 1453475, 99.444%, 99.444%, 0, 0.000%, 0.000%, 8125, 0.556%, 0.556%, 8125, 0.556%, 0.556%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0, 0.000%, 0, 0.000%
"age153", 0, 0.000%, 0.000%, 1447209, 99.015%, 99.015%, 1447209, 99.015%, 99.015%, 0, 0.000%, 0.000%, 14391, 0.985%, 0.985%, 14391, 0.985%, 0.985%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0, 0.000%, 0, 0.000%
"age153b", 0, 0.000%, 0.000%, 1447281, 99.020%, 99.020%, 1447281, 99.020%, 99.020%, 0, 0.000%, 0.000%, 14319, 0.980%, 0.980%, 14319, 0.980%, 0.980%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0, 0.000%, 0, 0.000%
"age154", 0, 0.000%, 0.000%, 1437361, 98.342%, 98.342%, 1437361, 98.342%, 98.342%, 0, 0.000%, 0.000%, 24239, 1.658%, 1.658%, 24239, 1.658%, 1.658%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0, 0.000%, 0, 0.000%
"age155", 0, 0.000%, 0.000%, 1456486, 99.650%, 99.650%, 1456486, 99.650%, 99.650%, 0, 0.000%, 0.000%, 5114, 0.350%, 0.350%, 5114, 0.350%, 0.350%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0, 0.000%, 0, 0.000%
"age156", 0, 0.000%, 0.000%, 1460094, 99.897%, 99.897%, 1460094, 99.897%, 99.897%, 0, 0.000%, 0.000%, 1506, 0.103%, 0.103%, 1506, 0.103%, 0.103%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0, 0.000%, 0, 0.000%
"age157", 0, 0.000%, 0.000%, 1449334, 99.161%, 99.161%, 1449334, 99.161%, 99.161%, 0, 0.000%, 0.000%, 12266, 0.839%, 0.839%, 12266, 0.839%, 0.839%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0, 0.000%, 0, 0.000%
"age158", 0, 0.000%, 0.000%, 1451393, 99.302%, 99.302%, 1451393, 99.302%, 99.302%, 0, 0.000%, 0.000%, 10207, 0.698%, 0.698%, 10207, 0.698%, 0.698%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0, 0.000%, 0, 0.000%
"age159", 0, 0.000%, 0.000%, 1461093, 99.965%, 99.965%, 1461093, 99.965%, 99.965%, 0, 0.000%, 0.000%, 507, 0.035%, 0.035%, 507, 0.035%, 0.035%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0, 0.000%, 0, 0.000%
"age160", 0, 0.000%, 0.000%, 1458892, 99.815%, 99.815%, 1458892, 99.815%, 99.815%, 0, 0.000%, 0.000%, 2708, 0.185%, 0.185%, 2708, 0.185%, 0.185%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0, 0.000%, 0, 0.000%
"age161", 0, 0.000%, 0.000%, 1458516, 99.789%, 99.789%, 1458516, 99.789%, 99.789%, 0, 0.000%, 0.000%, 3084, 0.211%, 0.211%, 3084, 0.211%, 0.211%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0, 0.000%, 0, 0.000%
"age162", 0, 0.000%, 0.000%, 1457711, 99.734%, 99.734%, 1457711, 99.734%, 99.734%, 0, 0.000%, 0.000%, 3889, 0.266%, 0.266%, 3889, 0.266%, 0.266%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0, 0.000%, 0, 0.000%
"age163", 0, 0.000%, 0.000%, 1461600, 100.000%, 100.000%, 1461600, 100.000%, 100.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0, 0.000%, 0, 0.000%
"age164", 0, 0.000%, 0.000%, 1450295, 99.227%, 99.227%, 1450295, 99.227%, 99.227%, 0, 0.000%, 0.000%, 11305, 0.773%, 0.773%, 11305, 0.773%, 0.773%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0, 0.000%, 0, 0.000%
